id,group,area_red_neurite,area_red_soma,neurite_auto_count_total,neurite_auto_count_red,neurite_auto_count_yellow,soma_auto_count_total,soma_red_auto,soma_yellow_auto,n_projection,axonal termination,avg_area_red_neurite,avg_area_red_soma,avg_area_red_cell,avg_cell_auto_count_red,avg_cell_auto_count_yellow,avg_cell_count_sum,avg_cell_auto_count,avg_neurite_auto_count_total,avg_neurite_auto_count_red,avg_neurite_auto_count_yellow,avg_neurite_count_sum,avg_soma_auto_count_total,avg_soma_red_auto,avg_soma_yellow_auto,avg_soma_count_sum,avg_n_projection,avg_axonal_termination,original_fn,temperature,genotype
346182,control 20C,0.1,1.61,1,1,0,10,8,2,0,0,0.1,1.61,1.71,9,2,11,11,1,1,0,1,10,8,2,10,0,0,"DCR5074 20C, animal 28.oir",20°C,control
595660,control 20C,0.07,3.82,2,2,0,7,1,6,0,0,0.035,1.91,1.945,1.5,3,4.5,4.5,1,1,0,1,3.5,0.5,3,3.5,0,0,"DCR5074 20C, animal 44.oir",20°C,control
680392,control 20C,0.05,2.84,1,1,0,7,3,4,1,0,0.05,2.84,2.89,4,4,8,8,1,1,0,1,7,3,4,7,1,0,"DCR5074 20C, animal 42.oir",20°C,control
799161,control 20C,0.25,2.56,2,2,0,13,9,4,0,0,0.125,1.28,1.405,5.5,2,7.5,7.5,1,1,0,1,6.5,4.5,2,6.5,0,0,"DCR5074 20C, animal 41.oir",20°C,control
105977,daf-2(e1370) 20C,0,2.41,0,0,0,11,7,5,0,0,0,1.205,1.205,3.5,2.5,6,5.5,0,0,0,0,5.5,3.5,2.5,6,0,0,"AMH117 20C, animal 27.oir",20°C,daf-2(e1370)
130061,daf-2(e1370) 20C,0,2.63,0,0,0,7,3,4,0,0,0,2.63,2.63,3,4,7,7,0,0,0,0,7,3,4,7,0,0,"AMH117 20C, animal 26.oir",20°C,daf-2(e1370)
146793,daf-2(e1370) 20C,0,3.61,0,0,0,13,5,4,0,0,0,1.805,1.805,2.5,2,4.5,6.5,0,0,0,0,6.5,2.5,2,4.5,0,0,"AMH117 20C,  animal 16.oir",20°C,daf-2(e1370)
169487,daf-2(e1370) 20C,0,2.65,0,0,0,11,4,7,0,0,0,1.325,1.325,2,3.5,5.5,5.5,0,0,0,0,5.5,2,3.5,5.5,0,0,"AMH117 20C, animal 33.oir",20°C,daf-2(e1370)
187976,daf-2(e1370) 20C,0,3,0,0,0,15,2,13,0,0,0,1.5,1.5,1,6.5,7.5,7.5,0,0,0,0,7.5,1,6.5,7.5,0,0,"AMH117 20C, animal 8.oir",20°C,daf-2(e1370)
241020,daf-2(e1370) 20C,0,4.02,0,0,0,8,5,3,0,0,0,2.01,2.01,2.5,1.5,4,4,0,0,0,0,4,2.5,1.5,4,0,0,"AMH117 20C, animal 4.oir",20°C,daf-2(e1370)
293777,daf-2(e1370) 20C,0,3.73,0,0,0,10,10,6,0,0,0,1.865,1.865,5,3,8,5,0,0,0,0,5,5,3,8,0,0,"AMH117 20C, animal 20.oir",20°C,daf-2(e1370)
322116,daf-2(e1370) 20C,0.12,1.42,1,0,0,9,6,4,0,0,0.12,1.42,1.54,6,4,10,10,1,0,0,0,9,6,4,10,0,0,"AMH117 20C, animal 24.oir",20°C,daf-2(e1370)
346455,daf-2(e1370) 20C,0,3.94,0,0,0,14,9,5,0,0,0,1.97,1.97,4.5,2.5,7,7,0,0,0,0,7,4.5,2.5,7,0,0,"AMH117 20C, animal 17.oir",20°C,daf-2(e1370)
350777,daf-2(e1370) 20C,0.11,4.53,1,0,1,8,4,4,0,1,0.055,2.265,2.32,2,2.5,4.5,4.5,0.5,0,0.5,0.5,4,2,2,4,0,0.5,"AMH117 20C, animal 5.oir",20°C,daf-2(e1370)
401507,daf-2(e1370) 20C,0,2.93,0,0,0,9,5,4,0,0,0,1.465,1.465,2.5,2,4.5,4.5,0,0,0,0,4.5,2.5,2,4.5,0,0,"AMH117 20C, animal 18.oir",20°C,daf-2(e1370)
448846,daf-2(e1370) 20C,0,3.33,0,0,0,17,12,6,0,0,0,1.665,1.665,6,3,9,8.5,0,0,0,0,8.5,6,3,9,0,0,"AMH117 20C, animal 2.oir",20°C,daf-2(e1370)
550694,daf-2(e1370) 20C,0,2.63,0,0,0,12,6,6,0,0,0,1.315,1.315,3,3,6,6.5,0,0,0,0,6.5,3,3,6,0,0,"AMH117 20C, animal 12.oir",20°C,daf-2(e1370)
601801,daf-2(e1370) 20C,0,3.33,0,0,0,23,11,12,1,0,0,1.665,1.665,5.5,6,11.5,11.5,0,0,0,0,11.5,5.5,6,11.5,0.5,0,"AMH117 20C, animal 10.oir",20°C,daf-2(e1370)
606506,daf-2(e1370) 20C,0,2.33,0,0,0,10,8,2,0,0,0,2.33,2.33,8,2,10,10,0,0,0,0,10,8,2,10,0,0,"AMH117 20C, animal 11.oir",20°C,daf-2(e1370)
619925,daf-2(e1370) 20C,0.04,1.28,1,0,0,4,3,1,0,0,0.04,1.28,1.32,3,1,4,5,1,0,0,0,4,3,1,4,0,0,"AMH117 20C, animal 29.oir",20°C,daf-2(e1370)
697484,daf-2(e1370) 20C,0,2.94,0,0,0,7,3,4,0,0,0,1.47,1.47,1.5,2,3.5,3.5,0,0,0,0,3.5,1.5,2,3.5,0,0,"AMH117 20C, animal 3.oir",20°C,daf-2(e1370)
720798,daf-2(e1370) 20C,0,1.05,0,0,0,8,8,0,0,0,0,1.05,1.05,8,0,8,8,0,0,0,0,8,8,0,8,0,0,"AMH117 20C, animal 23.oir",20°C,daf-2(e1370)
738979,daf-2(e1370) 20C,0,4.36,0,0,0,24,16,10,0,0,0,2.18,2.18,8,5,13,12,0,0,0,0,12,8,5,13,0,0,"AMH117 20C, animal 32.oir",20°C,daf-2(e1370)
742590,daf-2(e1370) 20C,0,3.64,0,0,0,14,12,2,0,0,0,1.82,1.82,6,1,7,7,0,0,0,0,7,6,1,7,0,0,"AMH117 20C, animal 14.oir",20°C,daf-2(e1370)
782427,daf-2(e1370) 20C,0,2.81,0,0,0,22,20,2,0,0,0,1.405,1.405,10,1,11,11,0,0,0,0,11,10,1,11,0,0,"AMH117 20C, animal 22.oir",20°C,daf-2(e1370)
809527,daf-2(e1370) 20C,0,2.66,0,0,0,7,9,0,0,0,0,1.33,1.33,4.5,0,4.5,3.5,0,0,0,0,3.5,4.5,0,4.5,0,0,"AMH117 20C, animal 19.oir",20°C,daf-2(e1370)
813260,daf-2(e1370) 20C,0,3.04,0,0,0,5,4,2,0,0,0,1.52,1.52,2,1,3,2.5,0,0,0,0,2.5,2,1,3,0,0,"AMH117 20C, animal 30.oir",20°C,daf-2(e1370)
860451,daf-2(e1370) 20C,0,1.84,0,0,0,7,6,1,0,0,0,1.84,1.84,6,1,7,7,0,0,0,0,7,6,1,7,0,0,"AMH117 20C, animal 15.oir",20°C,daf-2(e1370)
968635,daf-2(e1370) 20C,0,2.54,0,0,0,12,9,3,0,0,0,1.27,1.27,4.5,1.5,6,6,0,0,0,0,6,4.5,1.5,6,0,0,"AMH117 20C, animal 13.oir",20°C,daf-2(e1370)
290020,daf-2(e1370) 20C,0.05,3.32,1,1,0,15,9,6,0,0,0.025,1.66,1.685,5,3,8,8,0.5,0.5,0,0.5,7.5,4.5,3,7.5,0,0,"AMH117 20C, animal 6.oir",20°C,daf-2(e1370)
650524,daf-2(e1370) 20C,0.04,3.49,1,1,0,9,5,3,0,1,0.02,1.745,1.765,3,1.5,4.5,5,0.5,0.5,0,0.5,4.5,2.5,1.5,4,0,0.5,"AMH117 20C, animal 21.oir",20°C,daf-2(e1370)
656521,daf-2(e1370) 20C,0.05,2.96,1,1,0,6,3,4,0,0,0.025,1.48,1.505,2,2,4,3.5,0.5,0.5,0,0.5,3,1.5,2,3.5,0,0,"AMH117 20C, animal 7.oir",20°C,daf-2(e1370)
376913,daf-2(e1370) 20C,0,3.78,0,2,0,11,8,3,0,0,0,1.89,1.89,5,1.5,6.5,5.5,0,1,0,1,5.5,4,1.5,5.5,0,0,"AMH117 20C, animal 25.oir",20°C,daf-2(e1370)
724757,daf-2(e1370) 20C,0.31,1.22,3,3,0,3,3,2,1,0,0.155,0.61,0.765,3,1,4,3,1.5,1.5,0,1.5,1.5,1.5,1,2.5,0.5,0,"AMH117 20C, animal 9.oir",20°C,daf-2(e1370)
846209,daf-2(e1370) 20C,1.06,1.7,2,7,0,9,9,0,0,0,1.06,1.7,2.76,16,0,16,11,2,7,0,7,9,9,0,9,0,0,"AMH117 20C, animal 31.oir",20°C,daf-2(e1370)
121774,control 25C,0,1.24,0,0,0,4,2,2,0,0,0,1.24,1.24,2,2,4,4,0,0,0,0,4,2,2,4,0,0,"DCR5074 25C, animal 9.oir",25°C,control
141740,control 25C,0.27,5.23,1,2,0,10,3,0,0,0,0.135,2.615,2.75,2.5,0,2.5,5.5,0.5,1,0,1,5,1.5,0,1.5,0,0,"DCR5074 25C, animal 3.oir",25°C,control
187215,control 25C,0.09,3.59,1,1,0,12,7,5,0,0,0.045,1.795,1.84,4,2.5,6.5,6.5,0.5,0.5,0,0.5,6,3.5,2.5,6,0,0,"DCR5074 25C, animal 16.oir",25°C,control
220651,control 25C,0,2.59,0,0,0,7,3,4,0,0,0,1.295,1.295,1.5,2,3.5,3.5,0,0,0,0,3.5,1.5,2,3.5,0,0,"DCR5074 25C,  animal 22.oir",25°C,control
229565,control 25C,0,3.35,0,0,0,9,3,6,0,0,0,1.675,1.675,1.5,3,4.5,4.5,0,0,0,0,4.5,1.5,3,4.5,0,0,"DCR5074 25C, animal 13.oir",25°C,control
261562,control 25C,0.05,3.47,1,0,1,14,8,6,0,0,0.025,1.735,1.76,4,3.5,7.5,7.5,0.5,0,0.5,0.5,7,4,3,7,0,0,"DCR5074 25C, animal 8.oir",25°C,control
278600,control 25C,0.04,3.17,1,1,0,7,4,3,1,0,0.02,1.585,1.605,2.5,1.5,4,4,0.5,0.5,0,0.5,3.5,2,1.5,3.5,0.5,0,"DCR5074 25C, animal 29.oir",25°C,control
290560,control 25C,0,1.79,0,0,0,9,5,4,0,,0,0.895,0.895,2.5,2,4.5,4.5,0,0,0,0,4.5,2.5,2,4.5,0,0,"DCR5074 25C, animal 32.oir",25°C,control
327587,control 25C,0.08,3.34,1,1,0,14,10,4,0,0,0.04,1.67,1.71,5.5,2,7.5,7.5,0.5,0.5,0,0.5,7,5,2,7,0,0,"DCR5074 25C, animal 15.oir",25°C,control
391417,control 25C,0,0.94,0,0,0,3,1,2,0,0,0,0.47,0.47,0.5,1,1.5,1.5,0,0,0,0,1.5,0.5,1,1.5,0,0,"DCR5074 25C, animal 10.oir",25°C,control
406796,control 25C,0.1,3.39,1,1,0,9,6,3,0,0,0.05,1.695,1.745,3.5,1.5,5,5,0.5,0.5,0,0.5,4.5,3,1.5,4.5,0,0,"DCR5074 25C, animal 26.oir",25°C,control
429513,control 25C,0,2.66,0,0,0,10,7,3,0,0,0,1.33,1.33,3.5,1.5,5,5,0,0,0,0,5,3.5,1.5,5,0,0,"DCR5074 25C, animal 18.oir",25°C,control
432291,control 25C,0,4.33,0,0,0,19,11,8,0,0,0,2.165,2.165,5.5,4,9.5,9.5,0,0,0,0,9.5,5.5,4,9.5,0,0,"DCR5074 25C, animal 14.oir",25°C,control
438700,control 25C,0,4.58,0,0,0,8,2,6,0,0,0,2.29,2.29,1,3,4,4,0,0,0,0,4,1,3,4,0,0,"DCR5074 25C, animal 24.oir",25°C,control
464630,control 25C,0.29,4.16,2,1,1,10,2,7,0,0,0.145,2.08,2.225,1.5,4,5.5,6,1,0.5,0.5,1,5,1,3.5,4.5,0,0,"DCR5074 25C, animal 21.oir",25°C,control
630251,control 25C,0,1.21,0,0,0,5,5,0,0,0,0,0.605,0.605,2.5,0,2.5,2.5,0,0,0,0,2.5,2.5,0,2.5,0,0,"DCR5074 25C, animal 6.oir",25°C,control
712283,control 25C,0,2.58,0,0,0,8,3,5,0,0,0,1.29,1.29,1.5,2.5,4,4,0,0,0,0,4,1.5,2.5,4,0,0,"DCR5074 25C, animal 19.oir",25°C,control
712464,control 25C,0,3.09,0,0,0,11,9,2,0,0,0,1.545,1.545,4.5,1,5.5,5.5,0,0,0,0,5.5,4.5,1,5.5,0,0,"DCR5074 25C, animal 31.oir",25°C,control
719974,control 25C,0,2.31,0,0,0,10,6,4,0,0,0,1.155,1.155,3,2,5,5,0,0,0,0,5,3,2,5,0,0,"DCR5074 25C, animal 33.oir",25°C,control
723786,control 25C,0,5.58,0,0,0,13,10,3,1,0,0,2.79,2.79,5,1.5,6.5,6.5,0,0,0,0,6.5,5,1.5,6.5,0.5,0,"DCR5074 25C, animal 27.oir",25°C,control
724352,control 25C,0,3.46,0,0,0,12,9,3,0,0,0,1.73,1.73,4.5,1.5,6,6,0,0,0,0,6,4.5,1.5,6,0,0,"DCR5074 25C, animal 30.oir",25°C,control
754193,control 25C,0,1.25,0,0,0,7,9,0,1,0,0,0.625,0.625,4.5,0,4.5,3.5,0,0,0,0,3.5,4.5,0,4.5,0.5,0,"DCR5074 25C, animal 11.oir",25°C,control
760944,control 25C,0,1.35,0,0,0,8,6,2,0,0,0,0.675,0.675,3,1,4,4,0,0,0,0,4,3,1,4,0,0,"DCR5074 25C, animal 5.oir",25°C,control
781080,control 25C,0,2.09,0,0,0,6,5,1,0,0,0,2.09,2.09,5,1,6,6,0,0,0,0,6,5,1,6,0,0,"DCR5074 25C, animal 7.oir",25°C,control
860713,control 25C,0.04,3.86,1,1,0,6,6,1,0,0,0.02,1.93,1.95,3.5,0.5,4,3.5,0.5,0.5,0,0.5,3,3,0.5,3.5,0,0,"DCR5074 25C, animal 28.oir",25°C,control
966953,control 25C,0.08,3.01,1,1,0,17,17,0,0,0,0.04,1.505,1.545,9,0,9,9,0.5,0.5,0,0.5,8.5,8.5,0,8.5,0,0,"DCR5074 25C, animal 12.oir",25°C,control
989706,control 25C,0,2.52,0,0,0,11,9,3,0,0,0,1.26,1.26,4.5,1.5,6,5.5,0,0,0,0,5.5,4.5,1.5,6,0,0,"DCR5074 25C, animal 17.oir",25°C,control
153398,daf-2(e1370) 25C,0,3.26,0,0,0,9,5,4,0,0,0,3.26,3.26,5,4,9,9,0,0,0,0,9,5,4,9,0,0,"AMH117 25C, animal 48.oir",25°C,daf-2(e1370)
187409,daf-2(e1370) 25C,0,3.24,0,0,0,7,6,1,0,0,0,1.62,1.62,3,0.5,3.5,3.5,0,0,0,0,3.5,3,0.5,3.5,0,0,"AMH117 25C, animal 27.oir",25°C,daf-2(e1370)
189387,daf-2(e1370) 25C,0,1.03,0,0,0,5,4,1,0,0,0,1.03,1.03,4,1,5,5,0,0,0,0,5,4,1,5,0,0,"AMH117 25C, animal 43.oir",25°C,daf-2(e1370)
228682,daf-2(e1370) 25C,0,3.42,0,0,0,9,1,8,0,0,0,1.71,1.71,0.5,4,4.5,4.5,0,0,0,0,4.5,0.5,4,4.5,0,0,"AMH117 25C, animal 22.oir",25°C,daf-2(e1370)
234236,daf-2(e1370) 25C,0.04,3.94,1,0,1,15,12,3,0,0,0.02,1.97,1.99,6,2,8,8,0.5,0,0.5,0.5,7.5,6,1.5,7.5,0,0,"AMH117 25C, animal 35.oir",25°C,daf-2(e1370)
244526,daf-2(e1370) 25C,0,2.98,0,0,0,11,5,6,0,0,0,1.49,1.49,2.5,3,5.5,5.5,0,0,0,0,5.5,2.5,3,5.5,0,0,"AMH117 25C, animal 31.oir",25°C,daf-2(e1370)
268673,daf-2(e1370) 25C,0.37,3.98,2,2,0,10,13,1,0,0,0.185,1.99,2.175,7.5,0.5,8,6,1,1,0,1,5,6.5,0.5,7,0,0,"AMH117 25C, animal 15.oir",25°C,daf-2(e1370)
313382,daf-2(e1370) 25C,0.04,3.54,1,1,0,10,8,1,0,0,0.02,1.77,1.79,4.5,0.5,5,5.5,0.5,0.5,0,0.5,5,4,0.5,4.5,0,0,"AMH117 25C, animal 33.oir",25°C,daf-2(e1370)
317142,daf-2(e1370) 25C,0,3.86,0,0,0,10,9,4,0,0,0,1.93,1.93,4.5,2,6.5,5,0,0,0,0,5,4.5,2,6.5,0,0,"AMH117 25C, animal 42.oir",25°C,daf-2(e1370)
319082,daf-2(e1370) 25C,0,4.14,0,0,0,6,5,3,0,0,0,2.07,2.07,2.5,1.5,4,3,0,0,0,0,3,2.5,1.5,4,0,0,"AMH117 25C, animal 21.oir",25°C,daf-2(e1370)
326563,daf-2(e1370) 25C,0,2.48,0,0,0,14,14,0,0,0,0,1.24,1.24,7,0,7,7,0,0,0,0,7,7,0,7,0,0,"AMH117 25C, animal 26.oir",25°C,daf-2(e1370)
330627,daf-2(e1370) 25C,0,3.5,0,0,0,8,4,10,0,0,0,1.75,1.75,2,5,7,4,0,0,0,0,4,2,5,7,0,0,"AMH117 25C, animal 49.oir",25°C,daf-2(e1370)
382718,daf-2(e1370) 25C,0,3.31,0,0,0,8,6,2,0,0,0,1.655,1.655,3,1,4,4,0,0,0,0,4,3,1,4,0,0,"AMH117 25C, animal 19.oir",25°C,daf-2(e1370)
407377,daf-2(e1370) 25C,0,2.59,0,0,0,9,3,6,0,0,0,1.295,1.295,1.5,3,4.5,4.5,0,0,0,0,4.5,1.5,3,4.5,0,0,"AMH117 25C, animal 46.oir",25°C,daf-2(e1370)
413334,daf-2(e1370) 25C,0,1.87,0,0,0,4,3,1,0,0,0,1.87,1.87,3,1,4,4,0,0,0,0,4,3,1,4,0,0,"AMH117 25C, animal 30.oir",25°C,daf-2(e1370)
427426,daf-2(e1370) 25C,0,5.9,0,0,0,24,21,3,1,0,0,2.95,2.95,10.5,1.5,12,12,0,0,0,0,12,10.5,1.5,12,0.5,0,"AMH117 25C, animal 18.oir",25°C,daf-2(e1370)
449910,daf-2(e1370) 25C,0,2.73,0,0,0,1,1,0,0,0,0,2.73,2.73,1,0,1,1,0,0,0,0,1,1,0,1,0,0,"AMH117 25C, animal 25.oir",25°C,daf-2(e1370)
467770,daf-2(e1370) 25C,0,3.21,0,0,0,16,10,5,1,0,0,1.605,1.605,5,2.5,7.5,8,0,0,0,0,8,5,2.5,7.5,0.5,0,"AMH117 25C, animal 41.oir",25°C,daf-2(e1370)
536066,daf-2(e1370) 25C,0,2.27,0,0,0,7,2,5,0,1,0,2.27,2.27,2,5,7,7,0,0,0,0,7,2,5,7,0,1,"AMH117 25C, animal 38.oir",25°C,daf-2(e1370)
557481,daf-2(e1370) 25C,0,2.9,0,0,0,6,4,3,0,0,0,1.45,1.45,2,1.5,3.5,3,0,0,0,0,3,2,1.5,3.5,0,0,"AMH117 25C, animal 24.oir",25°C,daf-2(e1370)
592126,daf-2(e1370) 25C,0,3.36,0,0,0,3,2,1,0,0,0,3.36,3.36,2,1,3,3,0,0,0,0,3,2,1,3,0,0,"AMH117 25C, animal 23.oir",25°C,daf-2(e1370)
602627,daf-2(e1370) 25C,0,2.83,0,0,0,12,2,10,0,0,0,1.415,1.415,1,5,6,6,0,0,0,0,6,1,5,6,0,0,"AMH117 25C, animal 11.oir",25°C,daf-2(e1370)
603079,daf-2(e1370) 25C,0,3.58,0,0,0,9,2,9,0,0,0,1.79,1.79,1,4.5,5.5,4.5,0,0,0,0,4.5,1,4.5,5.5,0,0,"AMH117 25C, animal 20.oir",25°C,daf-2(e1370)
608308,daf-2(e1370) 25C,0,1.94,0,0,0,4,4,0,0,0,0,1.94,1.94,4,0,4,4,0,0,0,0,4,4,0,4,0,0,"AMH117 25C, animal 40.oir",25°C,daf-2(e1370)
617573,daf-2(e1370) 25C,0,2.02,0,0,0,7,5,2,0,0,0,2.02,2.02,5,2,7,7,0,0,0,0,7,5,2,7,0,0,"AMH117 25C, animal 39.oir",25°C,daf-2(e1370)
690157,daf-2(e1370) 25C,0,3.09,0,0,0,16,15,1,0,0,0,1.545,1.545,7.5,0.5,8,8,0,0,0,0,8,7.5,0.5,8,0,0,"AMH117 25C, animal 50.oir",25°C,daf-2(e1370)
787402,daf-2(e1370) 25C,0,5.53,0,0,0,13,11,2,0,0,0,2.765,2.765,5.5,1,6.5,6.5,0,0,0,0,6.5,5.5,1,6.5,0,0,"AMH117 25C, animal 17.oir",25°C,daf-2(e1370)
844606,daf-2(e1370) 25C,0,2.04,0,1,0,7,4,3,1,0,0,2.04,2.04,5,3,8,7,0,1,0,1,7,4,3,7,1,0,"AMH117 25C, animal 13.oir",25°C,daf-2(e1370)
873600,daf-2(e1370) 25C,0,4.26,0,0,0,7,7,0,0,0,0,2.13,2.13,3.5,0,3.5,3.5,0,0,0,0,3.5,3.5,0,3.5,0,0,"AMH117 25C, animal 16.oir",25°C,daf-2(e1370)
888069,daf-2(e1370) 25C,0,3.48,0,0,0,15,13,3,0,0,0,1.74,1.74,6.5,1.5,8,7.5,0,0,0,0,7.5,6.5,1.5,8,0,0,"AMH117 25C, animal 44.oir",25°C,daf-2(e1370)
899202,daf-2(e1370) 25C,0,3.74,0,0,0,6,4,2,2,0,0,1.87,1.87,2,1,3,3,0,0,0,0,3,2,1,3,1,0,"AMH117 25C, animal 45.oir",25°C,daf-2(e1370)
910179,daf-2(e1370) 25C,0,2.94,0,0,0,7,7,1,0,0,0,1.47,1.47,3.5,0.5,4,3.5,0,0,0,0,3.5,3.5,0.5,4,0,0,"AMH117 25C, animal 47.oir",25°C,daf-2(e1370)
924182,daf-2(e1370) 25C,0.05,2.04,1,0,1,3,3,5,0,0,0.025,1.02,1.045,1.5,3,4.5,2,0.5,0,0.5,0.5,1.5,1.5,2.5,4,0,0,"AMH117 25C, animal 32.oir",25°C,daf-2(e1370)
958711,daf-2(e1370) 25C,0,2.37,0,0,0,7,4,3,0,0,0,2.37,2.37,4,3,7,7,0,0,0,0,7,4,3,7,0,0,"AMH117 25C, animal 28.oir",25°C,daf-2(e1370)
